hour,value,site,season,case,var
5,13.684296,UK-MCR,Summer,traffic,TSA_U
6,14.003906,UK-MCR,Summer,traffic,TSA_U
7,15.354919,UK-MCR,Summer,traffic,TSA_U
8,17.16275,UK-MCR,Summer,traffic,TSA_U
9,18.717163,UK-MCR,Summer,traffic,TSA_U
10,19.823822,UK-MCR,Summer,traffic,TSA_U
11,20.73642,UK-MCR,Summer,traffic,TSA_U
12,21.411438,UK-MCR,Summer,traffic,TSA_U
13,21.868927,UK-MCR,Summer,traffic,TSA_U
14,22.053528,UK-MCR,Summer,traffic,TSA_U
15,22.129852,UK-MCR,Summer,traffic,TSA_U
16,21.88559,UK-MCR,Summer,traffic,TSA_U
17,21.445312,UK-MCR,Summer,traffic,TSA_U
18,20.719452,UK-MCR,Summer,traffic,TSA_U
19,19.67871,UK-MCR,Summer,traffic,TSA_U
20,18.549957,UK-MCR,Summer,traffic,TSA_U
21,17.508148,UK-MCR,Summer,traffic,TSA_U
22,16.72345,UK-MCR,Summer,traffic,TSA_U
23,16.090424,UK-MCR,Summer,traffic,TSA_U
0,19.199738,UK-MCR,Summer,traffic,TBUILD
1,19.085846,UK-MCR,Summer,traffic,TBUILD
2,18.972107,UK-MCR,Summer,traffic,TBUILD
3,18.865265,UK-MCR,Summer,traffic,TBUILD
4,18.756897,UK-MCR,Summer,traffic,TBUILD
5,18.657227,UK-MCR,Summer,traffic,TBUILD
6,18.596375,UK-MCR,Summer,traffic,TBUILD
7,18.65451,UK-MCR,Summer,traffic,TBUILD
8,18.814117,UK-MCR,Summer,traffic,TBUILD
9,18.983215,UK-MCR,Summer,traffic,TBUILD
10,19.131958,UK-MCR,Summer,traffic,TBUILD
11,19.29599,UK-MCR,Summer,traffic,TBUILD
12,19.463531,UK-MCR,Summer,traffic,TBUILD
13,19.626465,UK-MCR,Summer,traffic,TBUILD
14,19.761383,UK-MCR,Summer,traffic,TBUILD
15,19.88385,UK-MCR,Summer,traffic,TBUILD
16,19.96045,UK-MCR,Summer,traffic,TBUILD
17,19.99472,UK-MCR,Summer,traffic,TBUILD
18,19.969666,UK-MCR,Summer,traffic,TBUILD
19,19.877075,UK-MCR,Summer,traffic,TBUILD
20,19.741486,UK-MCR,Summer,traffic,TBUILD
21,19.58908,UK-MCR,Summer,traffic,TBUILD
22,19.455719,UK-MCR,Summer,traffic,TBUILD
23,19.335144,UK-MCR,Summer,traffic,TBUILD
0,12.719968,UK-MCR,Winter,traffic,TRAFFICFLUX
1,8.482654,UK-MCR,Winter,traffic,TRAFFICFLUX
2,8.480521,UK-MCR,Winter,traffic,TRAFFICFLUX
3,4.2443924,UK-MCR,Winter,traffic,TRAFFICFLUX
4,4.248604,UK-MCR,Winter,traffic,TRAFFICFLUX
5,4.253779,UK-MCR,Winter,traffic,TRAFFICFLUX
6,4.2564225,UK-MCR,Winter,traffic,TRAFFICFLUX
7,8.497395,UK-MCR,Winter,traffic,TRAFFICFLUX
8,12.744219,UK-MCR,Winter,traffic,TRAFFICFLUX
9,16.984285,UK-MCR,Winter,traffic,TRAFFICFLUX
10,21.226421,UK-MCR,Winter,traffic,TRAFFICFLUX
11,21.234234,UK-MCR,Winter,traffic,TRAFFICFLUX
12,25.429712,UK-MCR,Winter,traffic,TRAFFICFLUX
13,25.410074,UK-MCR,Winter,traffic,TRAFFICFLUX
14,25.40841,UK-MCR,Winter,traffic,TRAFFICFLUX
15,25.43668,UK-MCR,Winter,traffic,TRAFFICFLUX
16,29.66368,UK-MCR,Winter,traffic,TRAFFICFLUX
17,29.658806,UK-MCR,Winter,traffic,TRAFFICFLUX
18,29.659946,UK-MCR,Winter,traffic,TRAFFICFLUX
19,25.410563,UK-MCR,Winter,traffic,TRAFFICFLUX
20,21.177841,UK-MCR,Winter,traffic,TRAFFICFLUX
21,16.942549,UK-MCR,Winter,traffic,TRAFFICFLUX
22,16.952864,UK-MCR,Winter,traffic,TRAFFICFLUX
23,16.967548,UK-MCR,Winter,traffic,TRAFFICFLUX
0,4.729309,UK-MCR,Winter,traffic,TG_U
1,4.662323,UK-MCR,Winter,traffic,TG_U
2,4.5527344,UK-MCR,Winter,traffic,TG_U
3,4.426422,UK-MCR,Winter,traffic,TG_U
4,4.313385,UK-MCR,Winter,traffic,TG_U
5,4.177246,UK-MCR,Winter,traffic,TG_U
6,4.1189575,UK-MCR,Winter,traffic,TG_U
7,4.144745,UK-MCR,Winter,traffic,TG_U
8,4.2118835,UK-MCR,Winter,traffic,TG_U
9,4.756134,UK-MCR,Winter,traffic,TG_U
10,6.0671387,UK-MCR,Winter,traffic,TG_U
11,7.150543,UK-MCR,Winter,traffic,TG_U
12,7.908325,UK-MCR,Winter,traffic,TG_U
13,8.231445,UK-MCR,Winter,traffic,TG_U
14,8.028351,UK-MCR,Winter,traffic,TG_U
15,7.413513,UK-MCR,Winter,traffic,TG_U
16,6.698578,UK-MCR,Winter,traffic,TG_U
17,6.0975647,UK-MCR,Winter,traffic,TG_U
18,5.7085266,UK-MCR,Winter,traffic,TG_U
19,5.4716187,UK-MCR,Winter,traffic,TG_U
20,5.260376,UK-MCR,Winter,traffic,TG_U
21,5.0544434,UK-MCR,Winter,traffic,TG_U
22,4.9382324,UK-MCR,Winter,traffic,TG_U
23,4.82724,UK-MCR,Winter,traffic,TG_U
0,5.448517,UK-MCR,Winter,traffic,TSA_U
1,5.381592,UK-MCR,Winter,traffic,TSA_U
2,5.2420044,UK-MCR,Winter,traffic,TSA_U
3,5.114807,UK-MCR,Winter,traffic,TSA_U
4,5.020874,UK-MCR,Winter,traffic,TSA_U
5,4.935913,UK-MCR,Winter,traffic,TSA_U
6,4.835602,UK-MCR,Winter,traffic,TSA_U
7,4.869232,UK-MCR,Winter,traffic,TSA_U
8,4.8692017,UK-MCR,Winter,traffic,TSA_U
9,5.004944,UK-MCR,Winter,traffic,TSA_U
10,5.4804993,UK-MCR,Winter,traffic,TSA_U
11,6.4557495,UK-MCR,Winter,traffic,TSA_U
12,7.2987366,UK-MCR,Winter,traffic,TSA_U
13,7.8728943,UK-MCR,Winter,traffic,TSA_U
14,8.099365,UK-MCR,Winter,traffic,TSA_U
15,7.9551697,UK-MCR,Winter,traffic,TSA_U
16,7.4807434,UK-MCR,Winter,traffic,TSA_U
17,6.9269714,UK-MCR,Winter,traffic,TSA_U
18,6.5211487,UK-MCR,Winter,traffic,TSA_U
19,6.281555,UK-MCR,Winter,traffic,TSA_U
20,6.0525513,UK-MCR,Winter,traffic,TSA_U
21,5.8656616,UK-MCR,Winter,traffic,TSA_U
22,5.6777344,UK-MCR,Winter,traffic,TSA_U
23,5.543152,UK-MCR,Winter,traffic,TSA_U
0,16.950012,UK-MCR,Winter,traffic,TBUILD
1,16.950012,UK-MCR,Winter,traffic,TBUILD
2,16.950012,UK-MCR,Winter,traffic,TBUILD
3,16.950012,UK-MCR,Winter,traffic,TBUILD
4,16.950012,UK-MCR,Winter,traffic,TBUILD
5,16.950012,UK-MCR,Winter,traffic,TBUILD
6,16.950012,UK-MCR,Winter,traffic,TBUILD
7,16.950012,UK-MCR,Winter,traffic,TBUILD
8,16.950012,UK-MCR,Winter,traffic,TBUILD
9,16.950012,UK-MCR,Winter,traffic,TBUILD
10,16.950012,UK-MCR,Winter,traffic,TBUILD
11,16.950012,UK-MCR,Winter,traffic,TBUILD
12,16.950012,UK-MCR,Winter,traffic,TBUILD
13,16.950012,UK-MCR,Winter,traffic,TBUILD
14,16.950012,UK-MCR,Winter,traffic,TBUILD
15,16.950012,UK-MCR,Winter,traffic,TBUILD
16,16.950012,UK-MCR,Winter,traffic,TBUILD
17,16.950012,UK-MCR,Winter,traffic,TBUILD
18,16.950012,UK-MCR,Winter,traffic,TBUILD
19,16.950012,UK-MCR,Winter,traffic,TBUILD
20,16.950012,UK-MCR,Winter,traffic,TBUILD
21,16.950012,UK-MCR,Winter,traffic,TBUILD
22,16.950012,UK-MCR,Winter,traffic,TBUILD
23,16.950012,UK-MCR,Winter,traffic,TBUILD
